Authors,Title,Journal,Pub Year,Pub Vol,DOI,Methology,Pollinator Survey,Plant Survey,NBN Pollinator Code,COL Pollinator Code,Pollinator Species,Caste,NBN Plant Code,COL Plant Code,Plant Species,Interactions,Date,Month,Year,Grid Letter,Grid Code,Latitude,Longitude,Habitat,Pollina-tion Quality,Pollen,Nectar,Record
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,24.0,8.0,2016.0,NS,438635.0,55.8394,-4.4959,,3,,,83183
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,23.0,8.0,2017.0,TQ,796658.0,51.3628,0.5784,,3,,,83184
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,24.0,8.0,2017.0,SK,352523.0,53.0667,-1.4761,,3,,,83185
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,9.0,9.0,2017.0,NS,614583.0,55.798,-4.2125,,3,,,83186
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,6.0,9.0,2017.0,NS,513614.0,55.8229,-4.3751,,3,,,83187
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,6.0,9.0,2017.0,NS,513614.0,55.8229,-4.3751,,3,,,83188
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,27.0,8.0,2017.0,NS,614583.0,55.798,-4.2125,,3,,,83189
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,27.0,8.0,2017.0,NS,614583.0,55.798,-4.2125,,3,,,83190
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,27.0,8.0,2017.0,NS,513614.0,55.8229,-4.3751,,3,,,83191
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,20.0,8.0,2017.0,NS,614583.0,55.798,-4.2125,,3,,,83192
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,15.0,8.0,2017.0,SD,180800.0,54.2091,-3.2587,,3,,,83193
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,13.0,8.0,2017.0,NS,614583.0,55.798,-4.2125,,3,,,83194
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,21.0,7.0,2017.0,SP,905088.0,51.7705,-0.6898,,3,,,83195
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,25.0,7.0,2017.0,SK,352523.0,53.0667,-1.4761,,3,,,83196
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,19.0,7.0,2017.0,TA,48583.0,54.01,-0.4022,,3,,,83197
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,16.0,7.0,2017.0,TQ,796658.0,51.3628,0.5784,,3,,,83198
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,27.0,7.0,2017.0,ST,41114059.0,51.1614,-2.8435,,3,,,83199
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,27.0,7.0,2017.0,ST,41114059.0,51.1614,-2.8435,,3,,,83200
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,27.0,8.0,2017.0,ST,48963402.0,51.1031,-2.7303,,3,,,83201
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,30.0,7.0,2017.0,ST,50283199.0,51.085,-2.7112,,3,,,83202
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,30.0,7.0,2017.0,ST,46613504.0,51.112,-2.7641,,3,,,83203
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,30.0,7.0,2017.0,ST,46613504.0,51.112,-2.7641,,3,,,83204
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,1.0,8.0,2018.0,SW,76013220.0,50.1473,-5.1366,,3,,,83205
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,27.0,7.0,2018.0,SD,750897.0,54.3023,-2.3856,,3,,,83206
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,25.0,7.0,2018.0,NS,614583.0,55.798,-4.2125,,3,,,83207
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,12.0,7.0,2018.0,SK,352523.0,53.0667,-1.4761,,3,,,83208
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,12.0,7.0,2018.0,SK,352523.0,53.0667,-1.4761,,3,,,83209
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,12.0,7.0,2018.0,SK,352523.0,53.0667,-1.4761,,3,,,83210
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,19.0,8.0,2019.0,TQ,817676.0,51.3783,0.6094,,3,,,83211
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,15.0,8.0,2019.0,TQ,334095.0,50.8695,-0.1055,,3,,,83212
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,21.0,7.0,2019.0,TQ,796658.0,51.3628,0.5784,,3,,,83213
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,29.0,8.0,2019.0,ST,41154080.0,51.1633,-2.843,,3,,,83214
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,22.0,8.0,2014.0,NS,373597.0,55.8031,-4.5974,,3,,,83301
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,3.0,7.0,2014.0,ST,418405.0,51.1607,-2.8337,,3,,,83302
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,18.0,6.0,2015.0,ST,42024553.0,51.2059,-2.8313,,3,,,83303
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,7.0,7.0,2016.0,ST,41114059.0,51.1614,-2.8435,,3,,,83304
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,7.0,7.0,2016.0,ST,41114059.0,51.1614,-2.8435,,3,,,83305
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,7.0,7.0,2016.0,ST,418405.0,51.1607,-2.8337,,3,,,83306
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,9.0,6.0,2016.0,ST,41154080.0,51.1633,-2.843,,3,,,83307
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,16.0,8.0,2016.0,ST,48963402.0,51.1031,-2.7303,,3,,,83308
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,15.0,8.0,2016.0,ST,50143120.0,51.0778,-2.7131,,3,,,83309
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,22.0,7.0,2016.0,ST,411402.0,51.1579,-2.8436,,3,,,83310
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,16.0,8.0,2016.0,NZ,235679.0,55.0051,-1.6341,,3,,,83311
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,18.0,7.0,2016.0,SK,293305.0,52.8711,-1.5661,,3,,,83312
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,3.0,7.0,2016.0,NS,655614.0,55.827,-4.1487,,3,,,83313
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,20.0,7.0,2016.0,SD,454881.0,54.2856,-2.8402,,3,,,83314
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,20.0,7.0,2016.0,SD,454881.0,54.2856,-2.8402,,3,,,83315
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,25.0,7.0,2017.0,SK,293305.0,52.8711,-1.5661,,3,,,83316
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,25.0,7.0,2017.0,SK,293305.0,52.8711,-1.5661,,3,,,83317
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,20.0,7.0,2017.0,SK,293305.0,52.8711,-1.5661,,3,,,83318
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,14.0,7.0,2017.0,SK,293305.0,52.8711,-1.5661,,3,,,83319
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,14.0,7.0,2017.0,SK,293305.0,52.8711,-1.5661,,3,,,83320
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,14.0,7.0,2017.0,SK,293305.0,52.8711,-1.5661,,3,,,83321
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,26.0,6.0,2017.0,SK,293305.0,52.8711,-1.5661,,3,,,83322
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,14.0,6.0,2017.0,SK,293305.0,52.8711,-1.5661,,3,,,83323
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,5.0,7.0,2017.0,SD,714526.0,53.9686,-2.4374,,3,,,83324
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,20.0,8.0,2017.0,NS,614583.0,55.798,-4.2125,,3,,,83325
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,20.0,8.0,2017.0,NS,614583.0,55.798,-4.2125,,3,,,83326
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,20.0,8.0,2017.0,NS,513614.0,55.8229,-4.3751,,3,,,83327
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,9.0,7.0,2017.0,SD,746865.0,54.2735,-2.3915,,3,,,83328
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,13.0,8.0,2017.0,NS,513614.0,55.8229,-4.3751,,3,,,83329
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,1.0,6.0,2017.0,SK,293305.0,52.8711,-1.5661,,3,,,83330
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,29.0,6.0,2017.0,TA,45582.0,54.0092,-0.4068,,3,,,83331
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,20.0,6.0,2017.0,TQ,435951.0,51.6363,0.0722,,3,,,83332
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,27.0,7.0,2017.0,ST,41114059.0,51.1614,-2.8435,,3,,,83333
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,22.0,6.0,2017.0,ST,418405.0,51.1607,-2.8337,,3,,,83334
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,22.0,6.0,2017.0,ST,41154080.0,51.1633,-2.843,,3,,,83335
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,30.0,7.0,2017.0,ST,50143120.0,51.0778,-2.7131,,3,,,83336
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,9.0,7.0,2017.0,ST,42614486.0,51.2,-2.8228,,3,,,83337
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,14.0,7.0,2018.0,SK,293305.0,52.8711,-1.5661,,3,,,83338
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,26.0,7.0,2018.0,TR,42699.0,51.3913,0.9336,,3,,,83339
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,28.0,9.0,2018.0,SD,180800.0,54.2091,-3.2587,,3,,,83340
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,21.0,8.0,2018.0,SK,352523.0,53.0667,-1.4761,,3,,,83341
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,4.0,8.0,2018.0,NS,513614.0,55.8229,-4.3751,,3,,,83342
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,1.0,8.0,2018.0,NJ,215648.0,57.6662,-3.3175,,3,,,83343
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,17.0,7.0,2018.0,NZ,434475.0,54.8205,-1.326,,3,,,83344
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,15.0,7.0,2018.0,SN,668548.0,52.1753,-3.9493,,3,,,83345
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,17.0,7.0,2018.0,NS,513614.0,55.8229,-4.3751,,3,,,83346
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,15.0,7.0,2018.0,SD,783685.0,54.1119,-2.3334,,3,,,83347
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,3.0,7.0,2018.0,NJ,215648.0,57.6662,-3.3175,,3,,,83348
